Date-Time,AIT,Dighi,Vishrantwadi,Dhanori,Lohegaon,Airport,Yerwada,Hyatt Pune,PVR Koregaon,Vimaan Nagar,Rajiv Gandhi Nagar,Deccan College,Bund Garden,RTO Pune,Pune Station
2018-01-22 22:00:00,1019,801,542,232,594,784,553,306,96,1375,1548,1573,1588,1325,1226
2018-01-22 23:00:00,1080,855,519,270,568,755,468,222,53,1286,1469,1526,1654,1315,1267
2018-01-23 00:00:00,1064,850,530,297,570,801,451,239,31,1267,1427,1512,1701,1373,1217
2018-01-23 01:00:00,1091,876,574,262,538,842,545,343,85,1264,1553,1547,1664,1319,1294
2018-01-23 02:00:00,1044,844,513,282,517,818,579,261,49,1268,1593,1561,1653,1391,1238
2018-01-23 03:00:00,1028,877,554,226,504,751,555,269,39,1331,1539,1586,1575,1317,1301
2018-01-23 04:00:00,1010,867,565,288,525,816,492,322,4,1332,1571,1544,1702,1330,1209
2018-01-23 05:00:00,1032,858,597,278,600,808,625,282,19,1280,1485,1562,1610,1335,1255
2018-01-23 06:00:00,1007,836,567,231,569,807,455,263,59,1301,1579,1524,1586,1305,1269
2018-01-23 07:00:00,1020,898,575,292,555,780,515,355,91,1315,1559,1555,1640,1387,1276
2018-01-23 08:00:00,1082,830,593,241,510,828,591,368,67,1313,1589,1592,1633,1326,1227
2018-01-23 09:00:00,1041,841,502,246,573,822,490,218,65,1271,1544,1563,1584,1378,1286
2018-01-23 10:00:00,1020,856,534,223,530,812,647,371,44,1250,1436,1517,1595,1328,1212
2018-01-23 11:00:00,1037,876,540,298,565,764,539,255,97,1308,1580,1546,1670,1316,1260
2018-01-23 12:00:00,1022,882,597,289,561,772,587,344,66,1236,1416,1554,1535,1372,1223
2018-01-23 13:00:00,1028,851,526,298,565,804,478,335,17,1285,1507,1548,1738,1382,1219
2018-01-23 14:00:00,1040,810,552,223,581,813,552,388,21,1384,1484,1559,1538,1359,1227
2018-01-23 15:00:00,1071,824,541,258,574,794,548,226,101,1356,1433,1553,1500,1365,1296
2018-01-23 16:00:00,1073,823,516,253,567,751,592,287,49,1363,1565,1600,1603,1352,1240
2018-01-23 17:00:00,1069,845,548,236,592,830,625,268,18,1243,1538,1519,1529,1324,1295
2018-01-23 18:00:00,1032,814,583,216,500,828,535,311,95,1348,1488,1515,1641,1348,1288
2018-01-23 19:00:00,1006,843,538,263,549,832,580,268,73,1330,1530,1585,1502,1399,1300
2018-01-23 20:00:00,1046,867,563,289,557,831,644,315,70,1337,1442,1518,1526,1330,1296
2018-01-23 21:00:00,1076,865,537,241,511,768,586,366,93,1241,1567,1529,1650,1309,1212
2018-01-23 22:00:00,1069,894,564,202,526,794,630,316,82,1316,1445,1547,1766,1319,1248
2018-01-23 23:00:00,1074,809,535,295,555,840,487,361,79,1303,1500,1554,1787,1331,1278
2018-01-24 00:00:00,1027,852,596,255,513,773,499,261,94,1291,1557,1578,1709,1336,1267
2018-01-24 01:00:00,1073,805,532,300,520,819,469,248,14,1284,1567,1559,1565,1382,1217
2018-01-24 02:00:00,1073,878,501,249,580,791,639,270,82,1351,1538,1560,1727,1367,1254
2018-01-24 03:00:00,1021,884,523,265,586,766,634,222,69,1324,1468,1572,1531,1330,1224
2018-01-24 04:00:00,1065,840,538,256,600,762,532,386,81,1209,1514,1575,1789,1395,1284
2018-01-24 05:00:00,1039,847,596,281,514,808,552,256,67,1234,1544,1516,1667,1353,1225
2018-01-24 06:00:00,1071,812,541,231,505,792,512,251,27,1227,1586,1589,1592,1333,1264
2018-01-24 07:00:00,1017,872,558,219,591,786,567,292,68,1234,1475,1569,1652,1400,1209
2018-01-24 08:00:00,1027,838,505,227,597,757,586,370,85,1400,1585,1533,1556,1369,1253
2018-01-24 09:00:00,1098,847,536,245,502,750,577,282,23,1369,1458,1600,1636,1347,1251
2018-01-24 10:00:00,1031,811,572,228,554,762,517,373,31,1245,1492,1559,1567,1354,1231
2018-01-24 11:00:00,1058,809,548,250,578,757,486,242,10,1361,1572,1502,1612,1324,1275
2018-01-24 12:00:00,1026,862,556,218,555,823,511,316,88,1264,1473,1575,1589,1354,1279
2018-01-24 13:00:00,1021,855,519,266,562,812,536,395,76,1232,1552,1515,1777,1399,1286
2018-01-24 14:00:00,1075,883,530,291,528,820,556,378,63,1295,1591,1593,1703,1312,1222
2018-01-24 15:00:00,1079,802,549,246,553,835,462,319,26,1256,1423,1564,1628,1304,1258
2018-01-24 16:00:00,1082,807,597,277,547,813,484,251,81,1285,1421,1568,1582,1308,1201
2018-01-24 17:00:00,1005,830,571,227,530,827,492,370,67,1374,1430,1557,1709,1367,1241
2018-01-24 18:00:00,1045,814,574,267,504,759,544,305,62,1277,1587,1587,1764,1375,1238
2018-01-24 19:00:00,1063,882,574,239,549,808,511,287,69,1297,1545,1552,1645,1320,1200
2018-01-24 20:00:00,1065,870,562,282,537,823,592,315,23,1283,1464,1525,1653,1367,1298
2018-01-24 21:00:00,1067,878,534,200,520,768,580,385,43,1225,1538,1566,1784,1305,1238
2018-01-24 22:00:00,1066,824,553,234,548,757,540,323,13,1309,1476,1502,1624,1344,1276
2018-01-24 23:00:00,1065,877,557,248,577,762,491,389,68,1367,1581,1564,1725,1363,1296
2018-01-25 00:00:00,1099,877,504,258,556,754,543,388,79,1359,1509,1593,1605,1384,1272
2018-01-25 01:00:00,1006,812,510,202,599,769,482,293,8,1292,1412,1503,1543,1322,1206
2018-01-25 02:00:00,1020,900,531,269,550,833,552,394,49,1356,1504,1525,1665,1379,1297
2018-01-25 03:00:00,1087,837,554,230,596,835,459,287,85,1260,1593,1554,1517,1317,1294
2018-01-25 04:00:00,1094,813,550,278,506,849,515,367,59,1285,1594,1555,1588,1351,1268
2018-01-25 05:00:00,1053,880,529,268,593,834,562,306,79,1310,1418,1558,1593,1379,1288
2018-01-25 06:00:00,1034,831,506,238,502,820,494,329,83,1250,1427,1533,1789,1390,1286
2018-01-25 07:00:00,1079,848,581,211,525,768,614,335,4,1201,1458,1562,1716,1338,1271
2018-01-25 08:00:00,1013,854,575,282,596,785,635,346,96,1337,1435,1585,1518,1349,1245
2018-01-25 09:00:00,1025,845,596,267,555,796,621,323,89,1377,1577,1555,1633,1396,1279
2018-01-25 10:00:00,1066,855,523,251,565,790,484,383,58,1307,1481,1548,1601,1386,1264
2018-01-25 11:00:00,1058,812,547,243,564,792,542,276,92,1286,1471,1526,1651,1325,1287
2018-01-25 12:00:00,1053,861,535,251,593,761,618,258,23,1208,1487,1500,1513,1354,1290
2018-01-25 13:00:00,1084,872,512,238,591,780,575,201,34,1267,1593,1588,1569,1357,1267
2018-01-25 14:00:00,1015,831,530,279,567,759,576,256,59,1256,1562,1566,1529,1318,1268
2018-01-25 15:00:00,1005,816,564,256,521,772,492,285,93,1305,1426,1521,1650,1309,1277
2018-01-25 16:00:00,1086,898,509,202,534,784,457,249,86,1273,1411,1590,1670,1393,1257
2018-01-25 17:00:00,1081,828,515,201,505,752,496,342,101,1310,1507,1520,1733,1346,1264
2018-01-25 18:00:00,1022,871,543,276,584,832,624,367,19,1296,1561,1547,1566,1354,1218
2018-01-25 19:00:00,1081,896,515,260,528,800,503,209,79,1255,1527,1555,1646,1340,1246
2018-01-25 20:00:00,1004,820,558,234,577,793,587,337,31,1329,1572,1587,1525,1304,1264
2018-01-25 21:00:00,1006,832,600,284,531,803,610,333,12,1367,1575,1514,1670,1371,1298
2018-01-25 22:00:00,1069,844,568,253,520,750,462,286,47,1369,1546,1524,1740,1302,1278
2018-01-25 23:00:00,1063,847,519,251,601,803,621,289,58,1236,1413,1501,1513,1388,1254
2018-01-26 00:00:00,1082,835,593,284,566,816,505,223,36,1213,1440,1584,1634,1300,1211
2018-01-26 01:00:00,1093,885,539,208,583,819,535,275,27,1284,1586,1513,1689,1381,1239
2018-01-26 02:00:00,1084,898,551,282,509,771,455,299,2,1336,1446,1558,1689,1389,1288
2018-01-26 03:00:00,1093,866,591,262,558,772,624,346,59,1353,1560,1530,1653,1364,1224
2018-01-26 04:00:00,1080,864,578,249,581,785,592,248,7,1223,1508,1594,1660,1300,1240
2018-01-26 05:00:00,1001,810,516,200,520,784,648,221,30,1351,1470,1508,1708,1384,1278
2018-01-26 06:00:00,1089,899,524,279,581,798,542,292,2,1286,1546,1580,1652,1345,1243
2018-01-26 07:00:00,1067,825,502,232,552,813,546,297,64,1305,1573,1571,1663,1356,1221
2018-01-26 08:00:00,1097,846,506,255,521,774,483,397,65,1205,1462,1595,1751,1313,1284
2018-01-26 09:00:00,1044,885,513,202,503,793,451,333,21,1221,1544,1551,1520,1338,1210
2018-01-26 10:00:00,1041,834,548,278,599,848,582,199,27,1365,1529,1564,1542,1386,1219
2018-01-26 11:00:00,1066,881,515,287,597,791,459,235,86,1259,1425,1544,1582,1374,1215
2018-01-26 12:00:00,1090,805,594,288,535,802,562,281,6,1204,1476,1534,1651,1396,1239
2018-01-26 13:00:00,1079,857,576,238,551,772,643,394,49,1265,1459,1558,1615,1376,1289
2018-01-26 14:00:00,1062,856,585,254,578,752,462,343,68,1271,1524,1517,1679,1364,1232
2018-01-26 15:00:00,1018,814,594,237,588,825,643,256,59,1299,1483,1554,1639,1335,1208
2018-01-26 16:00:00,1096,847,565,244,526,835,588,224,17,1258,1598,1529,1734,1379,1230
2018-01-26 17:00:00,1093,871,513,262,587,751,622,332,6,1211,1480,1507,1743,1336,1233
2018-01-26 18:00:00,1089,842,589,266,568,772,610,201,46,1258,1549,1511,1666,1329,1280
2018-01-26 19:00:00,1056,826,572,251,557,813,579,362,9,1331,1414,1569,1599,1396,1205
2018-01-26 20:00:00,1022,862,558,239,579,802,545,358,9,1265,1428,1525,1658,1321,1299
2018-01-26 21:00:00,1007,839,513,243,579,828,511,296,80,1210,1490,1593,1721,1352,1260
2018-01-26 22:00:00,1095,802,589,256,565,790,503,221,19,1259,1576,1509,1601,1311,1216
2018-01-26 23:00:00,1092,826,502,296,557,810,508,264,22,1217,1512,1521,1675,1377,1299
2018-01-27 00:00:00,1066,881,568,281,546,779,593,295,13,1385,1497,1567,1652,1342,1223
2018-01-27 01:00:00,1041,853,517,295,572,820,618,349,42,1235,1437,1529,1678,1315,1294
2018-01-27 02:00:00,1003,898,516,293,530,786,464,204,58,1344,1437,1594,1687,1347,1298
2018-01-27 03:00:00,1049,892,538,217,553,777,649,249,73,1256,1403,1572,1767,1300,1235
2018-01-27 04:00:00,1098,812,564,222,592,809,523,321,61,1204,1529,1509,1678,1385,1266
2018-01-27 05:00:00,1039,896,591,213,547,780,571,326,46,1398,1589,1584,1741,1372,1254
2018-01-27 06:00:00,1044,847,504,295,571,789,535,362,85,1372,1446,1593,1596,1390,1213
2018-01-27 07:00:00,1081,892,506,257,567,831,486,267,38,1276,1403,1517,1519,1378,1224
2018-01-27 08:00:00,1067,807,530,294,556,825,486,241,20,1364,1532,1512,1627,1326,1238
2018-01-27 09:00:00,1044,857,540,229,559,786,574,212,66,1388,1558,1559,1787,1330,1206
2018-01-27 10:00:00,1028,809,518,235,538,830,567,245,30,1262,1431,1585,1611,1337,1288
2018-01-27 11:00:00,1090,830,552,225,519,766,625,394,75,1267,1543,1570,1675,1384,1250
2018-01-27 12:00:00,1033,820,500,202,566,821,564,291,73,1308,1480,1551,1567,1393,1221
2018-01-27 13:00:00,1056,834,550,236,527,848,530,301,38,1321,1474,1564,1525,1355,1239
2018-01-27 14:00:00,1007,803,581,253,529,821,461,275,61,1247,1452,1570,1734,1390,1297
2018-01-27 15:00:00,1068,858,587,212,544,766,501,253,93,1333,1600,1501,1536,1380,1244
2018-01-27 16:00:00,1077,840,534,277,578,774,457,374,63,1285,1586,1556,1537,1384,1220
2018-01-27 17:00:00,1001,820,571,273,543,825,647,351,54,1276,1444,1531,1789,1309,1241
2018-01-27 18:00:00,1076,886,549,209,586,791,637,267,49,1399,1534,1525,1578,1368,1261
2018-01-27 19:00:00,1062,849,533,238,574,814,580,269,31,1206,1541,1576,1656,1307,1256
2018-01-27 20:00:00,1092,857,528,272,540,834,605,201,39,1287,1424,1562,1515,1376,1227
2018-01-27 21:00:00,1060,872,556,301,523,819,573,287,10,1360,1486,1540,1596,1326,1287
2018-01-27 22:00:00,1064,833,593,285,560,824,608,382,53,1204,1566,1526,1504,1323,1261
2018-01-27 23:00:00,1040,834,599,262,585,758,523,386,66,1363,1423,1527,1757,1392,1279
2018-01-28 00:00:00,1018,899,546,286,566,761,476,262,28,1396,1532,1582,1705,1401,1218
2018-01-28 01:00:00,1019,834,582,233,505,790,526,245,17,1225,1590,1500,1788,1318,1281
2018-01-28 02:00:00,1055,834,537,201,556,809,455,298,20,1245,1419,1532,1514,1307,1286
2018-01-28 03:00:00,1003,851,557,224,526,783,497,241,6,1233,1510,1508,1662,1350,1280
2018-01-28 04:00:00,1024,821,585,224,562,816,573,205,3,1379,1457,1557,1700,1393,1243
2018-01-28 05:00:00,1081,899,575,251,547,756,549,233,2,1311,1497,1542,1621,1398,1203
2018-01-28 06:00:00,1062,860,565,243,508,848,620,268,74,1220,1581,1540,1650,1305,1237
2018-01-28 07:00:00,1100,819,530,263,568,844,590,309,29,1328,1579,1514,1728,1308,1265
2018-01-28 08:00:00,1030,817,509,212,560,763,500,248,15,1330,1525,1532,1567,1337,1255
2018-01-28 09:00:00,1046,860,560,278,582,797,571,388,10,1371,1522,1503,1737,1336,1263
2018-01-28 10:00:00,1024,803,570,301,519,776,511,251,75,1338,1509,1587,1534,1351,1230
2018-01-28 11:00:00,1020,842,538,300,528,779,616,260,45,1290,1499,1504,1786,1397,1249
2018-01-28 12:00:00,1029,884,597,226,538,782,525,209,17,1253,1512,1582,1576,1365,1250
2018-01-28 13:00:00,1065,828,578,224,525,843,519,399,73,1215,1549,1585,1697,1310,1200
2018-01-28 14:00:00,1093,869,545,246,557,796,492,224,65,1249,1537,1504,1673,1345,1258
2018-01-28 15:00:00,1042,831,552,234,572,821,597,332,16,1335,1514,1521,1609,1384,1239
2018-01-28 16:00:00,1068,895,597,232,581,833,637,357,5,1348,1502,1591,1639,1387,1238
2018-01-28 17:00:00,1040,844,527,224,519,835,472,379,14,1249,1462,1594,1561,1320,1261
2018-01-28 18:00:00,1063,863,586,247,521,786,588,392,25,1276,1509,1588,1678,1360,1267
2018-01-28 19:00:00,1020,804,581,207,550,803,492,225,59,1359,1502,1584,1547,1380,1230
2018-01-28 20:00:00,1074,837,576,271,519,780,541,236,12,1348,1493,1556,1784,1379,1249
2018-01-28 21:00:00,1035,859,563,209,585,813,503,261,11,1306,1431,1567,1603,1355,1237
2018-01-28 22:00:00,1062,889,580,217,547,810,581,206,40,1337,1475,1559,1533,1385,1292
2018-01-28 23:00:00,1008,878,535,242,549,844,556,240,21,1274,1499,1568,1508,1357,1241
2018-01-29 00:00:00,1014,815,576,222,549,815,510,268,92,1348,1518,1525,1749,1305,1297
2018-01-29 01:00:00,1063,852,571,216,563,848,496,377,101,1235,1524,1523,1758,1377,1249
2018-01-29 02:00:00,1012,871,563,285,525,776,583,352,55,1217,1427,1553,1657,1354,1269
2018-01-29 03:00:00,1025,899,524,205,568,774,638,217,68,1267,1526,1501,1664,1366,1298
2018-01-29 04:00:00,1006,812,548,214,526,806,549,258,29,1323,1563,1588,1772,1365,1202
2018-01-29 05:00:00,1043,856,514,227,550,794,647,372,23,1307,1414,1513,1762,1400,1234
2018-01-29 06:00:00,1042,802,579,275,512,755,558,214,72,1310,1402,1540,1763,1320,1287
2018-01-29 07:00:00,1038,814,581,204,572,761,571,219,94,1384,1594,1522,1657,1374,1239
2018-01-29 08:00:00,1039,882,534,253,558,841,559,335,88,1210,1433,1563,1618,1314,1272
2018-01-29 09:00:00,1098,848,514,216,532,838,601,368,34,1215,1592,1508,1554,1305,1221
2018-01-29 10:00:00,1019,800,534,238,516,750,560,241,86,1270,1443,1566,1756,1319,1247
2018-01-29 11:00:00,1028,818,537,275,549,770,567,228,90,1330,1564,1593,1791,1357,1249
2018-01-29 12:00:00,1010,834,558,219,529,768,608,323,48,1314,1550,1577,1530,1388,1279
2018-01-29 13:00:00,1070,844,509,301,558,807,507,306,33,1341,1482,1585,1586,1369,1259
2018-01-29 14:00:00,1000,813,544,226,536,756,466,300,62,1349,1558,1590,1796,1346,1246
2018-01-29 15:00:00,1018,846,522,202,548,787,626,384,80,1394,1482,1594,1771,1334,1289
2018-01-29 16:00:00,1019,820,504,247,599,793,531,209,14,1210,1476,1514,1604,1353,1206
2018-01-29 17:00:00,1090,881,522,252,539,805,555,209,89,1223,1457,1544,1796,1307,1297
2018-01-29 18:00:00,1054,851,580,300,557,769,537,262,51,1281,1539,1504,1580,1391,1289
2018-01-29 19:00:00,1082,897,545,286,580,816,569,267,13,1262,1566,1598,1582,1313,1259
2018-01-29 20:00:00,1048,820,555,238,504,797,486,255,93,1350,1409,1507,1742,1389,1246
2018-01-29 21:00:00,1009,827,525,301,580,850,528,239,86,1306,1430,1504,1539,1341,1286
2018-01-29 22:00:00,1006,824,508,294,560,800,482,203,33,1376,1572,1597,1674,1387,1222
2018-01-29 23:00:00,1098,895,523,243,587,779,573,301,48,1297,1516,1517,1800,1401,1214
2018-01-30 00:00:00,1043,821,563,277,515,847,642,343,70,1335,1433,1562,1551,1381,1259
2018-01-30 01:00:00,1024,812,526,301,529,753,611,266,55,1344,1445,1570,1552,1344,1267
2018-01-30 02:00:00,1003,867,506,230,542,815,493,396,95,1330,1456,1589,1676,1338,1203
2018-01-30 03:00:00,1083,891,586,231,590,750,615,395,21,1254,1581,1549,1542,1313,1234
2018-01-30 04:00:00,1050,803,545,224,515,760,466,215,96,1252,1492,1527,1613,1321,1263
2018-01-30 05:00:00,1044,811,538,274,509,763,465,386,71,1242,1465,1517,1656,1396,1268
2018-01-30 06:00:00,1053,890,558,298,560,829,582,255,100,1215,1515,1553,1759,1346,1285
2018-01-30 07:00:00,1027,834,573,229,528,794,477,263,98,1329,1476,1565,1650,1330,1275
2018-01-30 08:00:00,1018,854,500,240,589,842,632,341,23,1332,1471,1555,1523,1328,1200
2018-01-30 09:00:00,1099,840,598,271,516,793,514,278,92,1268,1424,1539,1769,1376,1235
2018-01-30 10:00:00,1074,828,581,200,565,807,636,328,96,1235,1517,1532,1609,1315,1252
2018-01-30 11:00:00,1049,846,558,238,516,787,465,364,20,1395,1592,1556,1785,1325,1273
2018-01-30 12:00:00,1010,852,527,255,587,823,601,309,42,1251,1484,1576,1539,1324,1202
2018-01-30 13:00:00,1095,843,580,286,513,768,459,237,51,1252,1444,1555,1772,1328,1285
2018-01-30 14:00:00,1094,812,533,236,593,820,644,296,64,1336,1575,1582,1692,1346,1228
2018-01-30 15:00:00,1065,833,533,258,528,786,599,250,93,1257,1505,1530,1712,1328,1218
2018-01-30 16:00:00,1015,866,504,246,581,768,603,295,9,1393,1497,1517,1512,1392,1270
2018-01-30 17:00:00,1077,866,512,229,508,750,487,310,22,1232,1507,1541,1514,1351,1215
2018-01-30 18:00:00,1079,878,522,274,578,830,627,380,44,1376,1466,1598,1624,1386,1259
2018-01-30 19:00:00,1014,815,509,218,526,823,505,280,82,1344,1463,1559,1762,1382,1234
2018-01-30 20:00:00,1059,825,542,281,534,769,606,302,61,1298,1459,1532,1695,1339,1257
2018-01-30 21:00:00,1066,833,580,288,595,798,517,396,92,1398,1401,1564,1555,1340,1234
2018-01-30 22:00:00,1053,828,540,247,589,844,550,224,5,1293,1412,1508,1698,1388,1250
2018-01-30 23:00:00,1089,842,544,240,523,805,625,348,91,1232,1588,1523,1726,1385,1244
2018-01-31 00:00:00,1088,866,565,246,590,812,637,338,16,1201,1588,1529,1534,1305,1241
2018-01-31 01:00:00,1014,840,579,208,566,828,525,333,12,1338,1511,1598,1684,1387,1247
2018-01-31 02:00:00,1062,886,597,255,563,783,609,383,25,1263,1562,1528,1638,1338,1235
2018-01-31 03:00:00,1074,879,523,227,527,812,529,387,8,1223,1573,1527,1691,1315,1246
2018-01-31 04:00:00,1090,831,568,299,559,832,559,352,49,1382,1428,1513,1781,1371,1261
2018-01-31 05:00:00,1094,879,600,235,564,768,516,358,57,1392,1483,1528,1602,1318,1261
2018-01-31 06:00:00,1099,893,577,264,552,845,506,341,72,1205,1541,1573,1608,1372,1206
2018-01-31 07:00:00,1008,876,503,222,543,760,548,263,85,1322,1434,1581,1669,1316,1250
2018-01-31 08:00:00,1036,818,515,259,559,813,473,232,85,1239,1529,1505,1783,1393,1239
2018-01-31 09:00:00,1020,878,504,213,580,796,481,304,57,1225,1445,1540,1702,1348,1252
2018-01-31 10:00:00,1077,883,534,275,553,786,549,242,10,1374,1495,1552,1625,1366,1265
2018-01-31 11:00:00,1068,882,503,266,601,753,494,244,25,1317,1569,1514,1598,1309,1285
2018-01-31 12:00:00,1023,871,550,298,549,767,500,328,47,1343,1410,1522,1558,1307,1246
2018-01-31 13:00:00,1045,853,597,293,533,784,570,367,62,1336,1569,1546,1542,1374,1272
2018-01-31 14:00:00,1019,844,584,241,570,777,646,298,16,1379,1550,1547,1697,1354,1250
2018-01-31 15:00:00,1099,865,523,202,547,788,625,307,91,1333,1457,1574,1515,1314,1237
2018-01-31 16:00:00,1053,888,508,261,501,791,642,216,37,1313,1428,1570,1733,1334,1284
2018-01-31 17:00:00,1092,867,525,300,558,751,650,245,6,1366,1601,1519,1762,1337,1207
2018-01-31 18:00:00,1021,835,587,284,576,790,603,315,66,1344,1526,1541,1585,1395,1279
2018-01-31 19:00:00,1004,835,526,282,523,805,511,372,97,1320,1543,1555,1765,1384,1201
2018-01-31 20:00:00,1083,896,576,279,537,797,529,321,75,1380,1437,1570,1686,1329,1261
2018-01-31 21:00:00,1089,835,520,252,584,779,573,357,28,1351,1463,1528,1581,1365,1222
2018-01-31 22:00:00,1038,816,522,269,536,778,583,213,54,1271,1400,1547,1565,1346,1301
2018-01-31 23:00:00,1083,836,548,218,516,841,501,293,45,1203,1501,1517,1576,1304,1277
2018-02-01 00:00:00,1003,862,564,210,562,826,513,323,59,1250,1401,1546,1744,1302,1233
2018-02-01 01:00:00,1046,883,518,293,517,796,593,229,96,1353,1499,1556,1542,1385,1241
2018-02-01 02:00:00,1016,838,517,242,549,821,490,319,41,1201,1533,1598,1530,1339,1240
2018-02-01 03:00:00,1035,853,538,299,540,800,478,238,44,1236,1424,1536,1780,1315,1231
2018-02-01 04:00:00,1011,812,572,285,520,767,553,326,23,1224,1549,1529,1776,1316,1248
2018-02-01 05:00:00,1026,859,580,212,544,772,602,349,45,1317,1421,1567,1685,1330,1277
2018-02-01 06:00:00,1064,829,579,211,585,813,573,349,96,1308,1432,1574,1568,1329,1299
2018-02-01 07:00:00,1028,897,566,274,512,777,556,250,40,1242,1427,1523,1761,1392,1279
2018-02-01 08:00:00,1031,820,531,245,510,761,637,338,89,1272,1513,1594,1576,1348,1283
2018-02-01 09:00:00,1085,892,568,218,574,826,606,394,21,1341,1583,1598,1669,1334,1216
2018-02-01 10:00:00,1086,870,589,288,539,763,535,275,65,1288,1535,1535,1705,1311,1226
2018-02-01 11:00:00,1090,804,547,202,558,778,514,242,17,1329,1574,1586,1644,1373,1283
2018-02-01 12:00:00,1055,860,513,206,598,790,593,249,65,1202,1576,1531,1548,1356,1283
2018-02-01 13:00:00,1053,826,585,255,599,832,601,261,79,1399,1576,1548,1591,1307,1228
2018-02-01 14:00:00,1050,814,590,206,528,757,588,212,88,1312,1451,1506,1644,1331,1241
2018-02-01 15:00:00,1050,806,538,247,506,793,586,231,42,1360,1547,1534,1578,1378,1254
2018-02-01 16:00:00,1074,899,553,249,591,826,551,363,48,1250,1515,1581,1769,1386,1213
2018-02-01 17:00:00,1043,828,526,299,515,767,622,362,28,1331,1410,1570,1641,1346,1230
2018-02-01 18:00:00,1028,866,522,241,500,811,596,267,5,1396,1474,1535,1679,1357,1211
2018-02-01 19:00:00,1091,837,503,205,586,845,623,215,73,1387,1476,1513,1713,1378,1234
2018-02-01 20:00:00,1066,829,528,281,512,792,549,345,4,1290,1524,1557,1649,1331,1217
2018-02-01 21:00:00,1040,877,535,282,506,773,603,388,44,1357,1561,1564,1558,1324,1220
2018-02-01 22:00:00,1086,842,552,286,564,838,627,391,35,1284,1593,1565,1644,1323,1231
2018-02-01 23:00:00,1095,878,557,277,521,820,562,398,71,1366,1400,1505,1656,1381,1246
2018-02-02 00:00:00,1060,870,572,291,529,797,464,199,10,1298,1420,1532,1550,1311,1244
2018-02-02 01:00:00,1061,842,523,240,588,791,606,230,77,1304,1569,1573,1782,1371,1254
2018-02-02 02:00:00,1094,800,584,281,591,849,489,392,10,1343,1403,1528,1780,1320,1272
2018-02-02 03:00:00,1041,885,539,204,556,755,621,350,58,1288,1577,1595,1777,1393,1291
2018-02-02 04:00:00,1055,808,504,221,543,804,591,395,96,1328,1565,1586,1789,1314,1215
2018-02-02 05:00:00,1049,824,545,271,564,812,475,224,72,1349,1523,1579,1800,1334,1271
2018-02-02 06:00:00,1084,878,536,283,508,845,486,328,97,1247,1487,1508,1672,1319,1234
2018-02-02 07:00:00,1064,888,512,289,527,799,545,385,64,1305,1411,1532,1728,1396,1265
2018-02-02 08:00:00,1041,840,531,272,506,800,525,338,82,1337,1400,1542,1590,1373,1235
2018-02-02 09:00:00,1010,900,577,239,521,837,510,359,58,1292,1531,1581,1604,1301,1300
2018-02-02 10:00:00,1070,824,508,215,568,786,553,293,100,1396,1544,1517,1789,1340,1260
2018-02-02 11:00:00,1023,809,506,220,518,798,481,391,30,1238,1478,1503,1745,1389,1208
2018-02-02 12:00:00,1090,827,547,259,563,849,542,343,88,1293,1442,1586,1686,1393,1289
2018-02-02 13:00:00,1070,841,518,215,600,848,465,396,22,1243,1594,1589,1515,1393,1209
2018-02-02 14:00:00,1036,858,520,200,597,813,515,250,86,1204,1559,1576,1627,1374,1219
2018-02-02 15:00:00,1003,884,574,231,578,770,639,304,76,1301,1415,1588,1507,1335,1233
2018-02-02 16:00:00,1042,885,511,288,555,750,625,376,41,1213,1487,1546,1612,1318,1203
2018-02-02 17:00:00,1096,889,559,226,595,802,465,213,57,1261,1481,1577,1771,1337,1219
2018-02-02 18:00:00,1022,812,565,271,549,772,518,313,3,1318,1529,1543,1618,1362,1231
2018-02-02 19:00:00,1074,822,553,211,516,792,532,302,48,1225,1510,1531,1547,1301,1236
2018-02-02 20:00:00,1032,884,574,291,504,753,613,289,24,1310,1418,1579,1703,1324,1211
2018-02-02 21:00:00,1004,856,577,238,502,754,573,359,69,1213,1568,1540,1617,1300,1284
2018-02-02 22:00:00,1092,871,557,241,556,752,639,360,13,1399,1560,1554,1544,1365,1286
2018-02-02 23:00:00,1001,886,561,259,533,837,635,202,94,1374,1468,1539,1541,1320,1250
2018-02-03 00:00:00,1080,801,529,272,532,773,599,332,92,1283,1440,1595,1691,1303,1228
2018-02-03 01:00:00,1028,811,557,258,581,785,571,373,18,1360,1415,1583,1705,1361,1272
2018-02-03 02:00:00,1069,852,544,283,579,837,455,217,89,1285,1562,1562,1572,1362,1265
2018-02-03 03:00:00,1050,888,588,213,587,827,493,371,88,1237,1549,1591,1616,1362,1268
2018-02-03 04:00:00,1071,849,502,279,507,793,488,339,8,1389,1507,1535,1504,1369,1261
2018-02-03 05:00:00,1085,826,521,232,597,769,572,241,94,1228,1501,1514,1516,1338,1207
2018-02-03 06:00:00,1040,832,538,229,580,795,597,279,90,1216,1599,1529,1652,1347,1259
2018-02-03 07:00:00,1086,878,590,255,562,798,579,324,14,1342,1479,1504,1534,1367,1268
2018-02-03 08:00:00,1096,811,533,216,595,802,478,209,73,1326,1432,1525,1518,1345,1247
2018-02-03 09:00:00,1011,889,555,223,505,753,505,351,57,1333,1443,1519,1749,1348,1260
2018-02-03 10:00:00,1058,832,594,262,598,839,582,359,5,1221,1502,1563,1693,1391,1247
